elapsed (s);x-axis (g);y-axis (g);z-axis (g);x-axis (deg/s);y-axis (deg/s);z-axis (deg/s)
17.96;-0.898;0.159;0.527;14.184;-98.018;-14.756
17.97;-0.911;0.151;0.512;6.905;-93.567;-14.245
17.98;-0.938;0.15;0.551;-0.015;-89.398;-14.04
17.99;-0.969;0.18;0.564;-6.151;-85.297;-14.84
18;-1.03;0.219;0.502;-13.62;-85.655;-16.898
18.01;-1.025;0.206;0.472;-16.41;-86.387;-18.14
18.02;-1.034;0.151;0.421;-15.556;-89.825;-16.593
18.03;-1.019;0.098;0.448;-12.431;-90.968;-12.005
18.04;-1.011;0.005;0.525;-9.649;-89.886;-5.831
18.05;-0.981;-0.082;0.651;-2.698;-81.951;-1.357
18.06;-0.975;-0.02;0.677;-3.384;-72.797;-1.09
18.07;-0.999;-0.008;0.64;-9.657;-69.581;-2.393
18.08;-0.944;-0.071;0.632;-13.072;-67.858;-4.017
18.09;-0.856;-0.113;0.644;-13.056;-65.503;-5.777
18.1;-0.799;-0.127;0.652;-10.053;-62.279;-7.256
18.11;-0.786;-0.091;0.601;-5.541;-61.982;-8.346
18.12;-0.81;-0.061;0.609;-6.684;-63.704;-7.691
18.13;-0.808;-0.077;0.74;-9.992;-56.288;-4.642
18.14;-0.82;-0.03;0.737;-16.357;-48.125;-3.681
18.15;-0.827;-0.053;0.717;-17.584;-45.358;-4.497
18.16;-0.785;-0.089;0.773;-11.669;-40.678;-5.259
18.17;-0.789;-0.042;0.789;-8.727;-35.968;-5.93
18.18;-0.817;-0.018;0.774;-9.184;-32.279;-6.174
18.19;-0.818;-0.016;0.743;-9.482;-30.564;-6.646
18.2;-0.809;-0.064;0.712;-5.716;-31.593;-6.822
18.21;-0.792;-0.093;0.76;0.16;-30.678;-5.861
18.22;-0.796;-0.079;0.783;2.645;-27.233;-4.261
18.23;-0.812;-0.061;0.79;0.343;-22.454;-2.744
18.24;-0.806;-0.074;0.797;-0.716;-16.73;-1.181
18.25;-0.789;-0.082;0.796;-2.363;-11.303;-0.381
18.26;-0.784;-0.085;0.793;-3.544;-7.172;-0.465
18.27;-0.778;-0.095;0.788;-3.788;-3.659;-1.067
18.28;-0.784;-0.105;0.779;-2.508;-1.174;-1.532
18.29;-0.787;-0.108;0.779;-0.953;1.913;-1.174
18.3;-0.789;-0.097;0.785;-0.434;6.334;-0.457
18.31;-0.817;-0.092;0.784;-0.206;9.863;0.099
18.32;-0.849;-0.117;0.8;2.195;12.721;0.655
18.33;-0.873;-0.131;0.792;6.105;15.32;0.869
18.34;-0.865;-0.114;0.774;8.049;18.056;0.602
18.35;-0.832;-0.102;0.776;9.398;21.364;0.907
18.36;-0.827;-0.08;0.768;9.634;25;2.157
18.37;-0.843;-0.058;0.758;7.279;27.752;3.346
18.38;-0.838;-0.061;0.76;6.181;30.8;3.811
18.39;-0.842;-0.062;0.752;5.137;33.803;3.857
18.4;-0.848;-0.078;0.759;5.137;37.256;4.39
18.41;-0.86;-0.077;0.746;5.297;40.816;5.442
18.42;-0.871;-0.085;0.725;6.395;43.049;6.181
18.43;-0.855;-0.095;0.711;8.392;44.741;6.555
18.44;-0.841;-0.084;0.712;9.848;46.905;6.776
18.45;-0.86;-0.073;0.709;10.976;49.566;7.713
18.46;-0.885;-0.046;0.695;10.549;52.82;8.697
18.47;-0.895;-0.016;0.683;9.855;55.465;9.116
18.48;-0.901;-0.006;0.658;9.756;56.784;9.291
18.49;-0.892;0;0.663;9.695;58.659;9.642
18.5;-0.88;0.018;0.659;9.055;61.288;9.748
18.51;-0.889;0.015;0.639;8.864;62.912;9.916
18.52;-0.885;0;0.636;9.741;65.473;10.236
18.53;-0.89;0.01;0.616;10.274;67.896;10.274
18.54;-0.898;0.017;0.597;11.601;69.52;10.366
18.55;-0.904;0.028;0.585;11.944;71.433;10.899
18.56;-0.923;0.04;0.569;10.168;73.354;11.997
18.57;-0.949;0.044;0.552;8.773;74.703;12.538
18.58;-0.964;0.038;0.517;7.812;75.419;12.226
18.59;-0.963;0.024;0.499;7.066;75.427;11.776
18.6;-0.959;0.009;0.486;6.479;75.869;11.654
18.61;-0.961;0.004;0.472;5.701;76.181;11.547
18.62;-0.967;-0.003;0.469;4.634;76.814;11.395
18.63;-0.969;-0.011;0.46;4.337;77.287;10.899
18.64;-0.967;-0.005;0.438;4.413;77.111;9.947
18.65;-0.969;0.004;0.418;3.643;76.212;9.505
18.66;-0.964;0.024;0.426;1.669;76.852;9.23
18.67;-0.966;0.035;0.419;-1.41;77.851;8.994
18.68;-0.982;0.028;0.408;-2.881;77.934;9.223
18.69;-0.993;0.042;0.396;-5.236;78.552;9.444
18.7;-1.004;0.052;0.37;-8.971;78.933;9.223
18.71;-1.009;0.063;0.352;-11.791;79.665;9.413
18.72;-1.005;0.08;0.342;-14.573;81.448;9.543
18.73;-1.026;0.084;0.299;-19.581;81.22;9.299
18.74;-1.031;0.072;0.288;-20.793;79.947;9.489
18.75;-1.022;0.057;0.288;-20.633;79.771;9.466
18.76;-1.017;0.03;0.25;-20.267;77.53;9.375
18.77;-1.002;0.002;0.253;-18.544;74.817;9.047
18.78;-0.962;-0.003;0.311;-17.63;74.756;8.43
18.79;-0.938;0.02;0.336;-18.887;77.515;7.881
18.8;-0.945;0.019;0.284;-18.026;77.736;7.607
18.81;-0.966;0.027;0.237;-18.552;75.899;8.186
18.82;-0.974;0.03;0.217;-17.569;74.062;9.299
18.83;-0.968;0.062;0.227;-17.82;74.756;10.877
18.84;-0.977;0.098;0.214;-20.823;76.479;12.767
18.85;-1.005;0.112;0.188;-25.678;77.866;13.27
18.86;-1.035;0.096;0.137;-28.079;75.015;13.148
18.87;-1.029;0.067;0.13;-30.816;68.895;13.011
18.88;-1.007;0.043;0.146;-36.73;64.055;12.767
18.89;-0.973;0.007;0.156;-40.96;62.5;13.727
18.9;-0.961;-0.04;0.207;-40.511;62.035;13.003
18.91;-0.986;-0.082;0.215;-37.896;63.034;12.637
18.92;-1.005;-0.11;0.169;-30.968;63.293;14.405
18.93;-1.024;-0.095;0.154;-18.925;60.755;17.21
18.94;-1.002;-0.036;0.16;-8.674;59.337;18.064
18.95;-0.988;0.019;0.173;-4.84;58.659;17.348
18.96;-0.946;0.017;0.161;-3.079;61.86;16.799
18.97;-0.918;0.001;0.16;0.038;63.148;15.107
18.98;-0.946;0.004;0.186;0.358;60.396;12.309
18.99;-0.968;-0.014;0.196;-2.873;57.828;9.367
19;-1.013;-0.063;0.214;-6.677;53.415;6.73
19.01;-1.04;-0.134;0.218;-6.54;52.538;8.43
19.02;-0.99;-0.192;0.183;2.721;57.614;13.697
19.03;-0.98;-0.151;0.169;10.168;58.552;15.32
19.04;-0.998;-0.089;0.175;13.011;56.982;12.995
19.05;-1.024;-0.05;0.163;12.02;54.101;10.038
19.06;-1.053;-0.048;0.176;8.834;52.416;8.034
19.07;-1.079;-0.065;0.188;6.585;49.085;7.287
19.08;-1.114;-0.062;0.192;5.107;44.527;7.782
19.09;-1.099;-0.053;0.142;5.526;44.253;10
19.1;-1.082;-0.025;0.085;5.96;44.535;11.037
19.11;-1.075;0.021;0.073;3.514;41.242;9.23
19.12;-1.112;0.062;0.108;-3.155;33.338;6.989
19.13;-1.073;0.039;0.097;-5.419;34.337;6.159
19.14;-1.038;0.01;0.014;-2.896;36.502;5.625
19.15;-1.043;0.012;-0.019;1.212;35.107;3.933
19.16;-1.06;0.02;-0.032;4.55;33.826;1.959
19.17;-1.085;0.019;-0.042;6.395;33.91;1.776
19.18;-1.09;0.011;-0.075;9.398;35.869;3.864
19.19;-1.073;0.03;-0.13;12.82;36.601;5.861
19.2;-1.05;0.075;-0.142;14.032;35.023;5.473
19.21;-1.035;0.098;-0.127;13.864;33.186;3.186
19.22;-1.028;0.099;-0.115;13.674;32.172;0.45
19.23;-1.04;0.087;-0.087;12.485;31.303;-1.723
19.24;-1.063;0.066;-0.045;10.602;29.162;-3.346
19.25;-1.094;0.055;0.002;6.41;24.535;-4.223
19.26;-1.131;0.032;0.024;0.191;21.601;-3.59
19.27;-1.145;-0.025;-0.008;-3.095;21.28;-1.075
19.28;-1.124;-0.081;-0.047;-2.508;20.77;3.247
19.29;-1.083;-0.082;-0.072;1.997;18.369;6.448
19.3;-1.064;-0.03;-0.087;9.085;15.107;6.646
19.31;-1.048;0.022;-0.103;15.259;13.826;5.32
19.32;-1.027;0.067;-0.108;17.904;15;3.826
19.33;-1.022;0.099;-0.113;18.056;15.831;1.761
19.34;-1.052;0.107;-0.107;15.305;14.68;-0.198
19.35;-1.083;0.09;-0.114;11.982;13.811;-0.732
19.36;-1.093;0.057;-0.142;9.634;12.279;0.488
19.37;-1.089;0.032;-0.163;8.971;9.352;1.768
19.38;-1.087;0.032;-0.17;9.329;6.25;2.248
19.39;-1.073;0.035;-0.175;10.518;4.154;2.416
19.4;-1.055;0.051;-0.157;10.968;3.026;2.027
19.41;-1.039;0.082;-0.14;9.695;3.979;1.311
19.42;-1.021;0.097;-0.156;7.881;6.098;0.572
19.43;-1.025;0.108;-0.179;5.442;6.905;-0.305
19.44;-1.038;0.108;-0.18;1.372;5.785;-0.907
19.45;-1.048;0.097;-0.171;-2.127;4.817;-1.197
19.46;-1.047;0.085;-0.156;-4.459;5.381;-1.128
19.47;-1.053;0.061;-0.164;-5.564;5.8;-0.069
19.48;-1.066;0.044;-0.177;-4.596;4.459;0.785
19.49;-1.075;0.041;-0.173;-4.032;3.155;1.471
19.5;-1.064;0.043;-0.176;-2.576;3.3;1.791
19.51;-1.038;0.052;-0.179;-0.625;3.796;1.25
19.52;-1.027;0.066;-0.167;-0.046;3.651;0.381
19.53;-1.034;0.067;-0.163;-1.029;3.559;-0.252
19.54;-1.041;0.059;-0.161;-2.096;3.392;-0.648
19.55;-1.045;0.052;-0.149;-1.936;3.438;-0.823
19.56;-1.043;0.042;-0.149;-0.785;3.552;-0.595
19.57;-1.049;0.031;-0.144;0.671;3.529;-0.282
19.58;-1.058;0.016;-0.147;3.78;3.285;0.122
19.59;-1.063;0.004;-0.165;7.111;2.363;1.479
19.6;-1.075;0.012;-0.163;7.858;0.922;5.076
19.61;-1.079;0.051;-0.149;5.282;-0.297;8.681
19.62;-1.068;0.128;-0.077;-2.058;0.526;8.11
19.63;-1.042;0.137;-0.039;-7.332;3.331;5.907
19.64;-1.028;0.075;-0.09;-7.043;4.68;4.779
19.65;-1.053;0.041;-0.153;-4.398;2.248;3.056
19.66;-1.058;0.031;-0.151;-0.396;0.175;1.479
19.67;-1.058;0.029;-0.143;1.555;-0.099;0.93
19.68;-1.051;0.033;-0.151;2.05;0.137;0.953
19.69;-1.05;0.035;-0.172;3.399;0.168;1.227
19.7;-1.044;0.045;-0.188;4.314;0.427;1.631
19.71;-1.042;0.06;-0.2;5.053;0.191;1.761
19.72;-1.038;0.074;-0.2;5.617;0.442;1.646
19.73;-1.027;0.088;-0.206;5.305;1.075;1.181
19.74;-1.024;0.096;-0.205;4.009;1.341;0.541
19.75;-1.03;0.095;-0.202;2.233;1.418;-0.091
19.76;-1.042;0.083;-0.201;0.869;1.319;-0.442
19.77;-1.051;0.062;-0.189;-0.32;0.892;-0.107
19.78;-1.049;0.052;-0.171;-1.959;0.938;0.389
19.79;-1.04;0.052;-0.166;-2.576;1.578;0.655
19.8;-1.041;0.05;-0.172;-0.45;1.662;0.259
19.81;-1.048;0.052;-0.176;1.09;1.212;-0.114
19.82;-1.049;0.05;-0.173;2.348;0.648;-0.351
19.83;-1.045;0.051;-0.159;3.171;0.457;-0.572
19.84;-1.052;0.057;-0.155;3.415;0.381;-0.579
19.85;-1.058;0.054;-0.153;3.3;0.244;-0.252
19.86;-1.058;0.048;-0.156;3.895;0.137;0.091
19.87;-1.048;0.043;-0.17;5.808;0.008;0.183
19.88;-1.041;0.046;-0.162;7.325;-0.069;0.038
19.89;-1.042;0.053;-0.163;8.255;-0.122;-0.061
19.9;-1.042;0.062;-0.173;7.599;-0.076;-0.168
19.91;-1.048;0.073;-0.178;6.608;-0.198;-0.373
19.92;-1.05;0.076;-0.181;6.105;-0.259;-0.564
19.93;-1.044;0.073;-0.173;4.832;-0.229;-0.511
19.94;-1.041;0.074;-0.165;2.965;0.084;-0.366
19.95;-1.041;0.076;-0.17;0.899;0.556;-0.503
19.96;-1.049;0.078;-0.169;-0.526;0.884;-0.526
19.97;-1.048;0.072;-0.167;-0.587;1.174;-0.48
19.98;-1.042;0.064;-0.164;-0.038;1.578;-0.465
19.99;-1.041;0.061;-0.167;0.084;1.486;-0.572
20;-1.048;0.06;-0.164;-0.305;0.953;-0.648
20.01;-1.058;0.056;-0.155;-0.625;0.518;-0.663
20.02;-1.052;0.052;-0.153;-0.602;0.617;-0.526
20.03;-1.048;0.05;-0.148;-0.473;0.777;-0.297
20.04;-1.048;0.051;-0.149;0.061;0.663;-0.366
20.05;-1.048;0.051;-0.157;0.686;0.61;-0.404
20.06;-1.05;0.051;-0.16;0.938;0.511;-0.236
20.07;-1.045;0.057;-0.157;1.113;0.564;-0.252
20.08;-1.046;0.065;-0.164;0.823;0.694;-0.252
20.09;-1.052;0.067;-0.164;-0.351;0.808;-0.076
20.1;-1.049;0.065;-0.17;-0.381;0.793;0.053
20.11;-1.046;0.06;-0.18;0.587;0.442;-0.145
20.12;-1.045;0.056;-0.177;1.128;0;-0.556
20.13;-1.054;0.054;-0.168;1.136;-0.518;-0.648
20.14;-1.054;0.053;-0.164;0.45;-1.029;-0.282
20.15;-1.052;0.055;-0.164;-0.053;-1.174;0.168
20.16;-1.047;0.06;-0.167;0.267;-1.212;0.114
20.17;-1.04;0.056;-0.164;2.195;-1.761;-0.29
20.18;-1.046;0.046;-0.154;2.637;-1.623;-0.434
20.19;-1.047;0.049;-0.16;0.061;-0.785;0.465
20.2;-1.045;0.05;-0.176;1.547;-0.808;0.678
20.21;-1.039;0.051;-0.173;4.566;-0.495;0.549
20.22;-1.035;0.062;-0.167;5.008;0.145;0.343
20.23;-1.044;0.066;-0.18;3.331;0.534;0.396
20.24;-1.04;0.072;-0.182;0.998;0.846;0.434
20.25;-1.039;0.067;-0.183;2.233;0.45;-0.191
20.26;-1.049;0.065;-0.174;1.517;0.32;-0.427
20.27;-1.045;0.062;-0.168;0.305;0.541;-0.16
20.28;-1.043;0.058;-0.163;0.663;1.014;0.13
20.29;-1.042;0.058;-0.172;1.776;1.212;0.465
20.3;-1.042;0.055;-0.183;2.431;0.724;1.608
20.31;-1.046;0.067;-0.177;0.816;0.023;3.491
20.32;-1.05;0.09;-0.147;-3.323;0.198;4.245
20.33;-1.047;0.106;-0.113;-7.5;1.646;3.262
20.34;-1.048;0.082;-0.112;-8.438;2.614;2.21
20.35;-1.057;0.034;-0.144;-5.991;1.745;1.768
20.36;-1.063;0.014;-0.157;-2.248;0.77;1.479
20.37;-1.042;0.019;-0.161;1.273;1.494;1.357
20.38;-1.031;0.031;-0.181;4.299;2.752;1.319
20.39;-1.044;0.047;-0.211;6.608;2.614;1.037
20.4;-1.053;0.055;-0.212;8.262;1.921;0.991
20.41;-1.045;0.062;-0.201;9.36;1.784;0.831
20.42;-1.039;0.068;-0.187;9.009;1.738;0.503
20.43;-1.038;0.07;-0.175;8.125;1.547;0.328
20.44;-1.046;0.068;-0.172;6.768;1.014;0.183
20.45;-1.053;0.064;-0.167;4.939;0.252;0.145
20.46;-1.054;0.063;-0.158;2.256;-0.366;0.29
20.47;-1.055;0.067;-0.139;-0.145;-0.556;0.252
20.48;-1.048;0.067;-0.123;-1.73;-0.175;-0.023
20.49;-1.049;0.059;-0.121;-1.951;-0.038;-0.213
20.5;-1.058;0.058;-0.114;-2.66;-0.655;0
20.51;-1.069;0.061;-0.099;-2.988;-1.73;0.046
20.52;-1.069;0.06;-0.09;-2.942;-2.79;0.168
20.53;-1.062;0.064;-0.078;-2.401;-3.59;0.084
20.54;-1.056;0.065;-0.074;-0.191;-3.918;-0.244
20.55;-1.06;0.066;-0.073;2.485;-3.956;-0.8
20.56;-1.061;0.07;-0.073;4.413;-4.07;-1.578
20.57;-1.061;0.065;-0.074;5.511;-4.017;-2.363
20.58;-1.063;0.055;-0.067;5.816;-4.123;-3.064
20.59;-1.073;0.05;-0.076;5.13;-5.671;-3.46
20.6;-1.088;0.043;-0.074;3.628;-8.582;-3.72
20.61;-1.099;0.039;-0.07;1.128;-12.226;-3.788
20.62;-1.106;0.034;-0.071;-0.983;-15.93;-3.346
20.63;-1.101;0.026;-0.07;-2.645;-19.299;-3.316
20.64;-1.107;0.022;-0.072;-5.351;-23.422;-3.43
20.65;-1.105;0.02;-0.058;-7.248;-28.521;-3.46
20.66;-1.065;0.023;-0.054;-7.683;-31.09;-3.88
20.67;-1.033;0.041;-0.061;-10.076;-31.509;-4.779
20.68;-1.05;0.059;-0.065;-13.902;-33.201;-5.252
20.69;-1.085;0.072;-0.067;-19.909;-37.576;-5.267
20.7;-1.118;0.087;-0.049;-28.255;-44.253;-5.091
20.71;-1.108;0.086;-0.019;-36.54;-50.488;-5.434
20.72;-1.074;0.053;0.006;-44.085;-54.627;-6.867
20.73;-1.048;-0.014;0.025;-50.709;-59.002;-8.095
20.74;-1.038;-0.08;0.074;-55.236;-66.463;-9.284
20.75;-1.031;-0.128;0.16;-55.175;-73.026;-11.669
20.76;-0.963;-0.204;0.219;-53.796;-73.331;-16.555
20.77;-0.97;-0.314;0.26;-62.691;-77.119;-18.902
20.78;-0.99;-0.406;0.301;-66.875;-77.508;-14.162
20.79;-0.985;-0.422;0.228;-46.227;-71.883;-8.056
20.8;-0.983;-0.305;0.131;-6.852;-66.456;-6.944
20.81;-1.029;-0.11;-0.004;23.056;-69.657;-12.447
20.82;-1.047;-0.002;-0.109;34.581;-76.959;-18.194
20.83;-0.981;0.018;-0.146;43.918;-78.201;-17.058
20.84;-0.927;0.106;-0.177;50.229;-80.023;-17.386
20.85;-0.93;0.173;-0.206;47.393;-86.738;-19.916
20.86;-0.917;0.171;-0.269;42.721;-93.902;-18.468
20.87;-0.916;0.186;-0.26;34.787;-102.881;-17.416
20.88;-0.943;0.199;-0.148;24.314;-111.684;-15.892
20.89;-0.972;0.271;-0.039;0.427;-116.204;-16.425
20.9;-0.996;0.224;0.075;-18.643;-117.614;-19.017
20.91;-1.017;0.074;0.241;-21.212;-116.463;-20.038
20.92;-1.003;-0.023;0.36;-9.459;-110.938;-20.724
20.93;-1.021;-0.158;0.241;15.732;-109.39;-20.572
20.94;-0.962;-0.268;0.226;34.39;-106.349;-18.826
20.95;-0.912;-0.255;0.315;44.245;-100.96;-17.34
20.96;-0.948;-0.135;0.259;54.931;-99.154;-16.89
20.97;-1.066;-0.033;0.118;63.75;-104.047;-15.785
20.98;-1.133;0.01;-0.005;65.633;-110.564;-12.691
20.99;-1.131;0.111;0.042;61.723;-116.829;-10.191
21;-1.057;0.216;0.179;45.259;-112.805;-9.345
21.01;-1.038;0.162;0.245;35.099;-104.55;-9.139
21.02;-1.067;0.094;0.217;25.305;-103.59;-8.079
21.03;-1.072;0.074;0.274;16.669;-105.29;-7.569
21.04;-1.038;0.123;0.322;9.566;-106.166;-8.666
21.05;-1.015;0.166;0.414;-0.953;-104.123;-10.648
21.06;-1.054;0.114;0.359;0.191;-103.438;-11.905
21.07;-1.117;0.051;0.301;3.841;-104.649;-9.383
21.08;-1.087;0.078;0.402;6.837;-98.91;-6.235
21.09;-1.048;0.251;0.473;-1.189;-91.509;-6.951
21.1;-1.065;0.3;0.512;-14.291;-86.448;-7.569
21.11;-1.143;0.173;0.452;-21.845;-86.723;-5.93
21.12;-1.177;0.05;0.441;-21.601;-89.268;-6.136
21.13;-1.098;0.025;0.458;-19.047;-88.902;-9.002
21.14;-1.042;0.005;0.43;-19.055;-91.265;-11.296
21.15;-0.986;-0.128;0.46;-13.056;-89.047;-10.465
21.16;-0.97;-0.198;0.47;-6.288;-86.974;-8.986
21.17;-0.938;-0.15;0.528;1.12;-85.503;-9.337
21.18;-0.874;-0.037;0.602;-0.694;-81.494;-10.892
21.19;-0.854;-0.039;0.673;-3.392;-75.762;-10.938
21.2;-0.879;-0.045;0.662;-4.261;-70.655;-10.381
21.21;-0.913;-0.018;0.634;-5.96;-68.605;-11.044
21.22;-0.9;-0.027;0.653;-4.756;-65.312;-11.502
21.23;-0.88;-0.022;0.653;-1.441;-61.867;-11.707
21.24;-0.882;-0.021;0.647;0.122;-58.651;-10.8
21.25;-0.88;-0.021;0.657;1.174;-56.288;-9.398
21.26;-0.857;-0.007;0.696;1.646;-53.659;-8.521
21.27;-0.817;0.032;0.741;-0.892;-50.366;-8.354
21.28;-0.813;0.026;0.751;-1.845;-48.651;-8.902
21.29;-0.811;-0.003;0.764;0.038;-46.502;-9.962
21.3;-0.796;-0.035;0.774;3.239;-42.851;-10.015
21.31;-0.783;-0.028;0.779;5.587;-37.614;-9.367
21.32;-0.787;0.021;0.759;4.299;-32.912;-8.178
21.33;-0.81;0.037;0.751;0.556;-28.971;-5.602
21.34;-0.804;0.049;0.772;-4.345;-24.421;-3.049
21.35;-0.778;0.031;0.79;-7.409;-20.709;-1.601
21.36;-0.751;-0.024;0.806;-5.968;-17.256;-1.22
21.37;-0.739;-0.054;0.811;-2.348;-14.002;-1.86
21.38;-0.74;-0.045;0.817;0.122;-10.152;-2.767
21.39;-0.763;-0.017;0.812;-0.008;-6.113;-3.186
21.4;-0.799;-0.02;0.789;0.229;-2.698;-2.652
21.41;-0.809;-0.043;0.787;1.204;1.578;-1.113
21.42;-0.821;-0.028;0.797;-0.008;6.105;0.236
21.43;-0.848;-0.029;0.793;-0.122;9.398;1.296
21.44;-0.867;-0.048;0.776;0.633;12.332;1.913
21.45;-0.866;-0.071;0.765;1.463;14.886;1.814
21.46;-0.848;-0.108;0.751;2.637;17.18;1.235
21.47;-0.817;-0.133;0.753;3.902;20.732;0.152
21.48;-0.804;-0.138;0.765;6.326;24.581;-0.602
21.49;-0.814;-0.12;0.756;9.055;27.599;-0.572
21.5;-0.826;-0.083;0.754;9.642;31.021;0.114
21.51;-0.841;-0.042;0.75;8.186;34.337;1.341
21.52;-0.852;-0.034;0.744;6.41;37.576;2.645
21.53;-0.85;-0.05;0.738;7.104;40.899;3.422
21.54;-0.847;-0.036;0.721;8.613;43.575;3.544
21.55;-0.842;-0.02;0.707;8.636;45.655;3.857
21.56;-0.831;-0.021;0.706;8.422;47.942;4.162
21.57;-0.828;-0.021;0.708;8.552;50.434;4.39
21.58;-0.828;-0.018;0.712;9.146;53.117;4.619
21.59;-0.836;-0.011;0.707;9.886;56.303;4.909
21.6;-0.86;0.002;0.685;11.486;58.758;5.579
21.61;-0.867;0.025;0.657;12.957;60.671;6.684
21.62;-0.861;0.063;0.635;11.768;63.209;7.675
21.63;-0.844;0.092;0.63;8.628;65.899;8.117
21.64;-0.823;0.114;0.638;4.543;68.796;8.285
21.65;-0.832;0.109;0.637;0.678;71.395;8.407
21.66;-0.87;0.073;0.617;-0.389;73.11;8.971
21.67;-0.911;0.035;0.571;0.282;74.184;9.924
21.68;-0.925;0.026;0.532;0.938;74.23;11.037
21.69;-0.922;0.035;0.534;0.488;73.575;11.098
21.7;-0.914;0.02;0.555;0.046;74.672;10.29
21.71;-0.903;0.003;0.55;0.076;77.142;9.36
21.72;-0.91;0.004;0.504;1.471;77.79;8.323
21.73;-0.927;0.005;0.474;1.463;76.204;7.995
21.74;-0.931;-0.014;0.473;0.343;74.489;7.614
21.75;-0.919;-0.052;0.484;-3.11;74.421;6.852
21.76;-0.927;-0.121;0.472;-4.306;74.009;5.038
21.77;-0.938;-0.202;0.481;-0.633;74.169;2.012
21.78;-0.933;-0.248;0.477;6.181;75.518;-0.755
21.79;-0.929;-0.246;0.435;13.788;77.226;-2.63
21.8;-0.924;-0.203;0.415;19.817;79.512;-4.619
21.81;-0.948;-0.128;0.374;23.559;81.86;-6.326
21.82;-0.98;-0.078;0.33;25.198;84.23;-6.837
21.83;-1.02;-0.033;0.303;26.974;85.168;-6.715
21.84;-1.043;0.03;0.292;26.646;85.396;-6.037
21.85;-1.059;0.09;0.285;22.736;84.07;-5.175
21.86;-1.051;0.115;0.286;17.744;82.889;-4.36
21.87;-1.028;0.127;0.302;14.505;81.364;-4.329
21.88;-1.008;0.118;0.303;13.582;81.227;-4.322
21.89;-0.994;0.113;0.317;12.614;81.623;-4.078
21.9;-0.975;0.151;0.294;12.576;83.811;-3.636
21.91;-1.004;0.193;0.227;9.527;83.346;-2.843
21.92;-1.041;0.207;0.204;2.66;83.864;-2.393
21.93;-1.066;0.181;0.163;-2.119;84.184;-1.517
21.94;-1.081;0.148;0.129;-7.386;82.576;1.067
21.95;-1.052;0.135;0.153;-8.681;81.951;3.155
21.96;-1.016;0.147;0.149;-7.881;81.486;5.122
21.97;-1.018;0.156;0.13;-11.875;79.177;6.7
21.98;-1.033;0.145;0.131;-16.951;76.654;7.973
21.99;-1.019;0.134;0.1;-19.497;75.701;9.604
22;-1.018;0.118;0.091;-20.892;71.921;10.823
22.01;-0.99;0.118;0.125;-26.037;72.294;13.026
22.02;-0.966;0.111;0.146;-27.774;73.613;15.716
22.03;-0.948;0.093;0.181;-25.816;76.341;17.005
22.04;-0.935;0.092;0.187;-26.143;78.392;16.784
22.05;-0.924;0.075;0.17;-20.122;80.274;18.224
22.06;-0.887;0.064;0.109;-13.034;82.233;19.543
22.07;-0.91;0.047;0.091;-14.825;79.588;17.34
22.08;-0.886;-0.012;0.128;-17.584;79.474;13.75
22.09;-0.924;-0.06;0.182;-23.453;73.117;9.878
22.1;-0.928;-0.129;0.213;-28.163;72.668;8.095
22.11;-0.975;-0.202;0.186;-35.61;66.745;5.579
22.12;-1.053;-0.272;0.274;-43.674;62.744;4.062
22.13;-1.019;-0.385;0.209;-35.503;69.154;5.884
22.14;-1.085;-0.398;0.111;-24.085;66.425;5.922
22.15;-1.144;-0.36;0.111;-14.505;57.63;5.572
22.16;-1.167;-0.288;0.155;-7.591;49.733;6.715
22.17;-1.139;-0.212;0.164;-1.25;48.392;8.62
22.18;-1.127;-0.115;0.149;0.534;45.556;10.03
22.19;-1.132;-0.014;0.152;-4.116;44.992;12.226
22.2;-1.085;0.03;0.059;-7.561;48.148;14.024
22.21;-1.107;0.066;0;-11.684;43.925;13.216
22.22;-1.085;0.063;-0.027;-12.386;41.441;11.38
22.23;-1.082;0.045;-0.066;-9.23;35.465;8.422
22.24;-1.076;0.019;-0.069;-3.445;30.198;4.588
22.25;-1.073;-0.004;-0.062;0.793;26.944;1.837
22.26;-1.09;-0.033;-0.075;6.867;25.93;0.739
22.27;-1.102;-0.036;-0.125;16.189;22.294;0.732
22.28;-1.088;0.02;-0.114;21.273;17.767;0.633
22.29;-1.061;0.076;-0.11;20.526;14.284;-0.351
22.3;-1.052;0.101;-0.101;16.181;11.357;-1.883
22.31;-1.065;0.103;-0.106;10.206;8.476;-2.386
22.32;-1.084;0.096;-0.104;3.674;5.412;-2.005
22.33;-1.08;0.076;-0.067;-2.043;4.771;-1.433
22.34;-1.064;0.041;-0.029;-5.122;6.784;-0.495
22.35;-1.05;0.003;-0.049;-2.881;9.703;0.648
22.36;-1.058;-0.023;-0.084;3.011;10.259;1.319
22.37;-1.083;-0.025;-0.094;7.835;8.651;1.837
22.38;-1.095;-0.017;-0.103;10.793;6.829;2.447
22.39;-1.076;0.009;-0.099;12.584;6.258;2.416
22.4;-1.047;0.036;-0.095;13.3;7.081;1.905
22.41;-1.04;0.063;-0.11;11.631;7.287;0.938
22.42;-1.052;0.079;-0.128;7.424;6.265;0
22.43;-1.065;0.095;-0.138;1.7;4.52;-0.297
22.44;-1.065;0.096;-0.135;-3.041;3.163;-0.556
22.45;-1.059;0.083;-0.131;-6.075;2.477;-1.288
